pmid,year,title,species,observation_type,entity_a,relationship,entity_b_or_context,confidence,supporting_quote,needs_full_text,reviewed,devSim_param,entity_a_raw,entity_b_raw,source,evidence_type,figure_ref,timepoint_h,perturbation_type,dataset
38421638,2024,HBO1 determines SMAD action in pluripotency and mesendoderm specification.,human,grn_edge,BMP,activates,mesoderm differentiation,high,BMP4-triggered mesoderm cells maintain mesoderm genes,False,False,unmapped,BMP4,mesoderm differentiation,abstract,,,not_specified,none,gastruloid
38421638,2024,HBO1 determines SMAD action in pluripotency and mesendoderm specification.,human,grn_edge,HBO1/SMAD4 complex,required_for,mesoderm gene expression,high,HBO1/SMAD4 co-bind and maintain the mesoderm genes in BMP4-triggered mesoderm cells,False,False,unmapped,HBO1/SMAD4 complex,mesoderm gene expression,abstract,,,not_specified,none,gastruloid
38421638,2024,HBO1 determines SMAD action in pluripotency and mesendoderm specification.,human,spatial_pattern,HBO1/SMAD4,high_in,mesoderm cells,high,HBO1/SMAD4 co-bind and maintain the mesoderm genes in BMP4-triggered mesoderm cells,False,False,unmapped,HBO1/SMAD4,mesoderm cells,abstract,,,not_specified,none,gastruloid
38421638,2024,HBO1 determines SMAD action in pluripotency and mesendoderm specification.,human,spatial_pattern,HBO1/SMAD4,low_in,neural cells,high,lose chromatin occupancy in neural cells induced by dual-SMAD inhibition,False,False,unmapped,HBO1/SMAD4,neural cells,abstract,,,not_specified,none,gastruloid
38411343,2024,TBXT dose sensitivity and the decoupling of nascent mesoderm specification from EMT progression in 2D human gastruloids.,human,grn_edge,TBXT,required_for,nascent mesoderm specification,high,TBXT expression must be precisely regulated to ensure that cells exit the primitive streak,False,False,unmapped,TBXT,nascent mesoderm specification,abstract,,,not_specified,none,gastruloid
38411343,2024,TBXT dose sensitivity and the decoupling of nascent mesoderm specification from EMT progression in 2D human gastruloids.,human,grn_edge,TBXT,required_for,anterior-posterior axis patterning,high,TBXT expression must be precisely regulated to ensure pattern the anterior-posterior axis,False,False,unmapped,TBXT,anterior-posterior axis patterning,abstract,,,not_specified,none,gastruloid
38411343,2024,TBXT dose sensitivity and the decoupling of nascent mesoderm specification from EMT progression in 2D human gastruloids.,human,perturbation,TBXT,enhances,EMT progression,high,"wild type transitioning first, followed by TBXT heterozygous and then TBXT null",False,False,unmapped,TBXT,EMT progression,abstract,,,not_specified,not_specified,gastruloid
38405970,2024,"Induction and <i>in silico</i> staging of human gastruloids with neural tube, segmented somites & advanced cell types.",both,perturbation,Wnt,required_for,somite patterning,high,chemically perturb WNT and BMP signaling and find that these signaling pathways regulate somite patterning,False,False,unmapped,WNT signaling,somite patterning,abstract,,,not_specified,not_specified,gastruloid
38421638,2024,HBO1 determines SMAD action in pluripotency and mesendoderm specification.,human,grn_edge,TGF-β,required_for,pluripotency maintenance,high,TGF-β signaling family plays an essential role to regulate fate decisions in pluripotency,False,False,unmapped,TGF-β signaling,pluripotency maintenance,abstract,,,not_specified,none,gastruloid
35707767,2022,A gastruloid model of the interaction between embryonic and extra-embryonic cell types.,mouse,spatial_pattern,neural epithelium,high_in,XEG (XEN-enhanced gastruloids),high,"XEN-enhanced gastruloids (XEGs) exhibit the formation of neural epithelia, which are absent in gastruloids derived from mESCs only",False,False,unmapped,neural epithelium,XEG (XEN-enhanced gastruloids),abstract,,,not_specified,none,gastruloid
41427418,2025,Optogenetic Rescue Reveals Spatiotemporal Rules of Germ-Layer Patterning.,human,expression_timing,Wnt,correlates_with,narrow competence window,high,narrow competence window when the onset and duration of WNT signaling specify mesoderm,True,False,unmapped,WNT,narrow competence window,abstract,,,not_specified,none,gastruloid
41427418,2025,Optogenetic Rescue Reveals Spatiotemporal Rules of Germ-Layer Patterning.,human,perturbation,WNT and BMP4,enhances,germ layer domain boundaries,high,"combined with BMP4, WNT activation generated boundaries sharper than ligand stimulation",False,False,unmapped,WNT and BMP4,germ layer domain boundaries,abstract,,,not_specified,not_specified,gastruloid
37590131,2023,Control of gastruloid patterning and morphogenesis by the Erk and Akt signaling pathways.,mouse,perturbation,ERK,enhances,tissue shape changes,high,Erk activation is also sufficient to induce Snail expression and precipitate profound tissue shape changes,False,False,unmapped,Erk signaling,tissue shape changes,abstract,,,not_specified,not_specified,gastruloid
37590131,2023,Control of gastruloid patterning and morphogenesis by the Erk and Akt signaling pathways.,mouse,perturbation,ERK,enhances,mesodermal fate specification,high,Erk signaling is sufficient to convert the entire gastruloid to one of two mesodermal fates depending on position,True,False,unmapped,Erk signaling,mesodermal fate specification,abstract,,,not_specified,not_specified,gastruloid
37209681,2023,Multimodal characterization of murine gastruloid development.,mouse,spatial_pattern,pluripotency,high_in,core,high,cells in the gastruloid-core revert to pluripotency,False,False,unmapped,pluripotency,core,abstract,,,not_specified,none,gastruloid
37209681,2023,Multimodal characterization of murine gastruloid development.,mouse,spatial_pattern,primitive streak-like state,high_in,peripheral,high,peripheral cells become primitive streak-like,False,False,unmapped,primitive streak-like state,peripheral,abstract,,,not_specified,none,gastruloid
37209681,2023,Multimodal characterization of murine gastruloid development.,mouse,grn_edge,Wnt,activates,peripheral cells,high,early spatial variability in pluripotency determining a binary response to Wnt activation,False,False,unmapped,Wnt,peripheral cells,abstract,,,not_specified,none,gastruloid
37209681,2023,Multimodal characterization of murine gastruloid development.,mouse,spatial_pattern,Wnt,high_in,peripheral,high,spatial variability in pluripotency determining a binary response to Wnt activation,True,False,unmapped,Wnt activation,peripheral,abstract,,,not_specified,none,gastruloid
37209681,2023,Multimodal characterization of murine gastruloid development.,mouse,perturbation,Wnt,enhances,anterior structures,high,"dual Wnt modulation, we improve the formation of anterior structures",True,False,unmapped,Wnt modulation,anterior structures,abstract,,,not_specified,not_specified,gastruloid
37209681,2023,Multimodal characterization of murine gastruloid development.,mouse,expression_timing,radial symmetry breaking,correlates_with,axial elongation,medium,Two populations subsequently break radial symmetry and initiate axial elongation,False,False,unmapped,radial symmetry breaking,axial elongation,abstract,,,not_specified,none,gastruloid
35721464,2022,A combined human gastruloid model of cardiogenesis and neurogenesis.,human,spatial_pattern,cardiac region,high_in,anterior,high,"cardiac region, which originates anterior to gut tube primordium",False,False,unmapped,cardiac region,anterior,abstract,,,not_specified,none,gastruloid
37986746,2023,TBXT dose sensitivity and the decoupling of nascent mesoderm specification from EMT progression in 2D human gastruloids.,human,perturbation,TBXT,does_not_reduce,nascent mesoderm specification/differentiation,high,varying TBXT dosage does not compromise a cell's ability to differentiate into nascent mesoderm,False,False,unmapped,TBXT,nascent mesoderm specification/differentiation,abstract,,,not_specified,not_specified,gastruloid
37986746,2023,TBXT dose sensitivity and the decoupling of nascent mesoderm specification from EMT progression in 2D human gastruloids.,human,expression_timing,TBXT,correlates_with,junctional protein persistence and cell-cell adhesion,high,TBXT dose directly impacts the persistence of junctional proteins and cell-cell adhesions,True,False,unmapped,TBXT,junctional protein persistence and cell-cell adhesion,abstract,,,not_specified,none,gastruloid
37986746,2023,TBXT dose sensitivity and the decoupling of nascent mesoderm specification from EMT progression in 2D human gastruloids.,human,grn_edge,TBXT,required_for,anterior-posterior axis patterning,high,TBXT expression must be precisely regulated to ensure cells exit the primitive streak and pattern the anterior-posterior axis,False,False,unmapped,TBXT,anterior-posterior axis patterning,abstract,,,not_specified,none,gastruloid
37986746,2023,TBXT dose sensitivity and the decoupling of nascent mesoderm specification from EMT progression in 2D human gastruloids.,human,perturbation,TBXT,reduces,EMT progression timing,high,TBXT null cells show delayed EMT; heterozygotes proceed at intermediate pace,True,False,unmapped,TBXT,EMT progression timing,abstract,,,not_specified,not_specified,gastruloid
39164488,2024,Retinoic acid induces human gastruloids with posterior embryo-like structures.,both,perturbation,Wnt,required_for,neural tube length,high,WNT and BMP signalling regulate somite formation and neural tube length,False,False,unmapped,WNT,neural tube length,abstract,,,not_specified,not_specified,gastruloid
39164488,2024,Retinoic acid induces human gastruloids with posterior embryo-like structures.,both,perturbation,BMP,required_for,neural tube length,high,WNT and BMP signalling regulate somite formation and neural tube length,False,False,unmapped,BMP,neural tube length,abstract,,,not_specified,not_specified,gastruloid
39164488,2024,Retinoic acid induces human gastruloids with posterior embryo-like structures.,both,perturbation,TBX6,required_for,presomitic mesoderm,high,transcription factors TBX6 and PAX3 underpin presomitic mesoderm and neural crest,False,False,unmapped,TBX6,presomitic mesoderm,abstract,,,not_specified,not_specified,gastruloid
39164488,2024,Retinoic acid induces human gastruloids with posterior embryo-like structures.,both,perturbation,PAX3,required_for,neural crest,high,transcription factors TBX6 and PAX3 underpin presomitic mesoderm and neural crest,False,False,unmapped,PAX3,neural crest,abstract,,,not_specified,not_specified,gastruloid
39164488,2024,Retinoic acid induces human gastruloids with posterior embryo-like structures.,both,expression_timing,Retinoic acid,correlates_with,E9.5 mouse and CS11 cynomolgus monkey embryo stages,high,"RA-gastruloids progress further than other human or mouse embryo models, aligning to E9.5 mouse and CS11",False,False,unmapped,RA-gastruloid specification,E9.5 mouse and CS11 cynomolgus monkey embryo stages,abstract,,,not_specified,none,gastruloid
39552366,2024,Early autonomous patterning of the anteroposterior axis in gastruloids.,mouse,spatial_pattern,TBXT,high_in,posterior,high,spatial restriction of cell fates demarcated by polarization of the mesodermal marker T,False,False,TBXT/G1 posterior pole (asymmetric timer output),TBXT,posterior,abstract,,,not_specified,none,gastruloid
39552366,2024,Early autonomous patterning of the anteroposterior axis in gastruloids.,mouse,spatial_pattern,TBXT,low_in,anterior,high,T+ and T- populations underpinning AP polarization,False,False,unmapped,TBXT,anterior,abstract,,,not_specified,none,gastruloid
39552366,2024,Early autonomous patterning of the anteroposterior axis in gastruloids.,mouse,expression_timing,TBXT,correlates_with,anteroposterior axis establishment,high,key cell state transitions and molecular signatures of T+ and T- populations underpinning AP polarization,True,False,unmapped,TBXT,anteroposterior axis establishment,abstract,,,not_specified,none,gastruloid
39552366,2024,Early autonomous patterning of the anteroposterior axis in gastruloids.,mouse,perturbation,Wnt,required_for,axis patterning,medium,"AP axis establishment in mouse gastruloids, particularly before external Wnt stimulation",False,False,unmapped,Wnt,axis patterning,abstract,,,not_specified,not_specified,gastruloid
39552366,2024,Early autonomous patterning of the anteroposterior axis in gastruloids.,mouse,spatial_pattern,mesenchymal markers,high_in,gastruloids,medium,primed pluripotent populations adopt a more mesenchymal state in lieu of an epiblast-like transcriptome,True,False,unmapped,mesenchymal markers,gastruloids,abstract,,,not_specified,none,gastruloid
37590131,2023,Control of gastruloid patterning and morphogenesis by the Erk and Akt signaling pathways.,mouse,perturbation,Akt signaling,enhances,cell proliferation,high,Both Erk and Akt signaling contribute to cell proliferation,False,False,unmapped,Akt signaling,cell proliferation,abstract,,,not_specified,not_specified,gastruloid
37590131,2023,Control of gastruloid patterning and morphogenesis by the Erk and Akt signaling pathways.,mouse,perturbation,ERK,enhances,cell proliferation,high,Both Erk and Akt signaling contribute to cell proliferation,False,False,unmapped,Erk signaling,cell proliferation,abstract,,,not_specified,not_specified,gastruloid
35721464,2022,A combined human gastruloid model of cardiogenesis and neurogenesis.,human,spatial_pattern,cardiomyocytes,high_in,cardiac region,high,"cardiomyocyte differentiation and remodeling phases, epicardium, ventricular wall morphogenesis",False,False,unmapped,cardiomyocytes,cardiac region,abstract,,,not_specified,none,gastruloid
37590131,2023,Control of gastruloid patterning and morphogenesis by the Erk and Akt signaling pathways.,mouse,spatial_pattern,Snail,correlates_with,ERK,high,expression of its downstream target Snail exhibiting hallmarks of size-invariant scaling,True,False,unmapped,Snail,Erk pattern,abstract,,,not_specified,none,gastruloid
31427289,2019,Mapping cell migrations and fates in a gastruloid model to the human primitive streak.,both,spatial_pattern,BMP,gradient_in,gastruloid,medium,"differing levels of BMP, WNT and NODAL lead to self-organization of gastruloids",True,False,unmapped,BMP,gastruloid,abstract,,,not_specified,none,gastruloid
31427289,2019,Mapping cell migrations and fates in a gastruloid model to the human primitive streak.,both,spatial_pattern,Wnt,gradient_in,gastruloid,medium,"differing levels of BMP, WNT and NODAL lead to self-organization of gastruloids",True,False,unmapped,WNT,gastruloid,abstract,,,not_specified,none,gastruloid
31427289,2019,Mapping cell migrations and fates in a gastruloid model to the human primitive streak.,both,spatial_pattern,Nodal,gradient_in,gastruloid,medium,"differing levels of BMP, WNT and NODAL lead to self-organization of gastruloids",True,False,unmapped,NODAL,gastruloid,abstract,,,not_specified,none,gastruloid
31427289,2019,Mapping cell migrations and fates in a gastruloid model to the human primitive streak.,both,grn_edge,BMP,correlates_with,endoderm and mesoderm subpopulations,medium,"differing levels of BMP, WNT and NODAL lead to self-organization into endoderm and mesoderm",True,False,unmapped,BMP,endoderm and mesoderm subpopulations,abstract,,,not_specified,none,gastruloid
31427289,2019,Mapping cell migrations and fates in a gastruloid model to the human primitive streak.,both,grn_edge,Wnt,correlates_with,endoderm and mesoderm subpopulations,medium,"differing levels of BMP, WNT and NODAL lead to self-organization into endoderm and mesoderm",True,False,unmapped,WNT,endoderm and mesoderm subpopulations,abstract,,,not_specified,none,gastruloid
31427289,2019,Mapping cell migrations and fates in a gastruloid model to the human primitive streak.,both,grn_edge,Nodal,correlates_with,endoderm and mesoderm subpopulations,medium,"differing levels of BMP, WNT and NODAL lead to self-organization into endoderm and mesoderm",True,False,unmapped,NODAL,endoderm and mesoderm subpopulations,abstract,,,not_specified,none,gastruloid
31427289,2019,Mapping cell migrations and fates in a gastruloid model to the human primitive streak.,both,spatial_pattern,endoderm,high_in,anterior-posterior axis region,medium,gastruloids organized into subpopulations along an anterior-posterior axis,True,False,unmapped,endoderm,anterior-posterior axis region,abstract,,,not_specified,none,gastruloid
35707767,2022,A gastruloid model of the interaction between embryonic and extra-embryonic cell types.,mouse,spatial_pattern,neural epithelium,low_in,mESC-only gastruloids,high,"neural epithelia, which are absent in gastruloids derived from mESCs only",False,False,unmapped,neural epithelium,mESC-only gastruloids,abstract,,,not_specified,none,gastruloid
30311909,2018,WNT signaling memory is required for ACTIVIN to function as a morphogen in human gastruloids.,human,grn_edge,Wnt,activates,cellular competence to respond to Activin,high,Pre-exposure to WNT endows cells with competence to respond to graded levels of ACTIVIN,False,False,unmapped,Wnt,cellular competence to respond to Activin,abstract,,,not_specified,none,gastruloid
34974300,2022,SEPHS1 is dispensable for pluripotency maintenance but indispensable for cardiac differentiation in mouse embryonic stem cells.,mouse,perturbation,SEPHS1,required_for,three germ layers differentiation,high,SEPHS1 deficiency impaired differentiation into three germ layers,False,False,unmapped,SEPHS1,three germ layers differentiation,abstract,,,not_specified,not_specified,gastruloid
34974300,2022,SEPHS1 is dispensable for pluripotency maintenance but indispensable for cardiac differentiation in mouse embryonic stem cells.,mouse,expression_timing,cardiac-related markers,low_in,Sephs1 KO embryoid body at day 10,high,low expression of cardiac-related and contraction markers,False,False,unmapped,cardiac-related markers,Sephs1 KO embryoid body at day 10,abstract,,,not_specified,none,gastruloid
38585971,2024,Extended culture of 2D gastruloids to model human mesoderm development.,human,spatial_pattern,BMP,high_in,micropatterned hPSCs (2D gastruloids),high,Micropatterned human pluripotent stem cells (hPSCs) treated with BMP4 (2D gastruloids),False,False,unmapped,BMP4,micropatterned hPSCs (2D gastruloids),abstract,,,not_specified,none,gastruloid
34974300,2022,SEPHS1 is dispensable for pluripotency maintenance but indispensable for cardiac differentiation in mouse embryonic stem cells.,mouse,perturbation,SEPHS1,required_for,cardiac differentiation,high,SEPHS1 deficiency impaired differentiation...no beating signal in Sephs1 KO embryoid body at d10,False,False,unmapped,SEPHS1,cardiac differentiation,abstract,,,not_specified,not_specified,gastruloid
37986746,2023,TBXT dose sensitivity and the decoupling of nascent mesoderm specification from EMT progression in 2D human gastruloids.,human,grn_edge,TBXT,anticorrelates_with,E-cadherin,medium,TBXT dose directly impacts the persistence of junctional proteins and cell-cell adhesions,True,False,unmapped,TBXT dose,E-cadherin/CDH1 persistence,abstract,,,not_specified,none,gastruloid
37497450,2023,A New Approach to Generate Gastruloids to Develop Anterior Neural Tissues.,mouse,perturbation,Wnt,inhibits,anterior neural progenitors,high,"upon inhibition of the Wnt signaling pathway, EPI aggregates establish an extended axial patterning, leading to co-derivation of anterior neural progenitors",False,False,unmapped,Wnt,anterior neural progenitors,abstract,,,not_specified,not_specified,gastruloid
37497450,2023,A New Approach to Generate Gastruloids to Develop Anterior Neural Tissues.,mouse,spatial_pattern,anterior neural progenitors,high_in,anterior region,high,co-derivation of anterior neural progenitors and posterior tissues,False,False,unmapped,anterior neural progenitors,anterior region,abstract,,,not_specified,none,gastruloid
37497450,2023,A New Approach to Generate Gastruloids to Develop Anterior Neural Tissues.,mouse,spatial_pattern,posterior tissues,high_in,posterior region,high,co-derivation of anterior neural progenitors and posterior tissues,False,False,unmapped,posterior tissues,posterior region,abstract,,,not_specified,none,gastruloid
37497450,2023,A New Approach to Generate Gastruloids to Develop Anterior Neural Tissues.,mouse,grn_edge,Wnt,inhibits,anterior neural development,high,provides insight into the role of Wnt signaling for the formation of anterior neural tissues,False,False,unmapped,Wnt,anterior neural development,abstract,,,not_specified,none,gastruloid
37514083,2023,Budesonide Analogues Preserve Stem Cell Pluripotency and Delay 3D Gastruloid Development.,unspecified,perturbation,CHD-030498,reduces,stem cell pluripotency exit,high,CHD-030498 was able to prevent stem cell pluripotency exit in different cell-based models,False,False,unmapped,CHD-030498,stem cell pluripotency exit,abstract,,,not_specified,not_specified,gastruloid
37514083,2023,Budesonide Analogues Preserve Stem Cell Pluripotency and Delay 3D Gastruloid Development.,unspecified,perturbation,CHD-030498,abolishes,3D gastruloid development,high,CHD-030498 was able to prevent stem cell pluripotency exit in 3D gastruloid development,False,False,unmapped,CHD-030498,3D gastruloid development,abstract,,,not_specified,not_specified,gastruloid
37514083,2023,Budesonide Analogues Preserve Stem Cell Pluripotency and Delay 3D Gastruloid Development.,unspecified,perturbation,CHD-030498,reduces,embryonic stem-to-mesenchymal transition,high,CHD-030498 prevented stem cell pluripotency exit in embryonic stem-to-mesenchymal transition,False,False,unmapped,CHD-030498,embryonic stem-to-mesenchymal transition,abstract,,,not_specified,not_specified,gastruloid
37514083,2023,Budesonide Analogues Preserve Stem Cell Pluripotency and Delay 3D Gastruloid Development.,unspecified,perturbation,budesonide,reduces,stem cell pluripotency exit,high,budesonide is a potent regulator of stem cell pluripotency,False,False,unmapped,budesonide,stem cell pluripotency exit,abstract,,,not_specified,not_specified,gastruloid
37590131,2023,Control of gastruloid patterning and morphogenesis by the Erk and Akt signaling pathways.,mouse,spatial_pattern,ERK,gradient_in,posterior-to-anterior,high,posterior-to-anterior gradients of Erk and Akt phosphorylation,True,False,unmapped,Erk phosphorylation,posterior-to-anterior,abstract,,,not_specified,none,gastruloid
37590131,2023,Control of gastruloid patterning and morphogenesis by the Erk and Akt signaling pathways.,mouse,spatial_pattern,Akt signaling,gradient_in,posterior-to-anterior,high,posterior-to-anterior gradients of Erk and Akt phosphorylation,True,False,unmapped,Akt phosphorylation,posterior-to-anterior,abstract,,,not_specified,none,gastruloid
37590131,2023,Control of gastruloid patterning and morphogenesis by the Erk and Akt signaling pathways.,mouse,grn_edge,ERK,activates,Snail,high,Erk activation is also sufficient to induce Snail expression,False,False,unmapped,Erk signaling,Snail,abstract,,,not_specified,none,gastruloid
31175647,2019,Chick Models and Human-Chick Organizer Grafts.,human,spatial_pattern,human organizer,high_in,organizer region,medium,human organizer cells self-organize in human-chick chimeras,False,False,unmapped,human organizer,organizer region,abstract,,,not_specified,none,gastruloid
38585971,2024,Extended culture of 2D gastruloids to model human mesoderm development.,human,spatial_pattern,primitive streak-like region,high_in,2D gastruloid center/core,medium,directed migration from the primitive streak-like region gives rise to a mesodermal layer,False,False,unmapped,primitive streak-like region,2D gastruloid center/core,abstract,,,not_specified,none,gastruloid
38585971,2024,Extended culture of 2D gastruloids to model human mesoderm development.,human,spatial_pattern,paraxial mesoderm-like cells,high_in,colony interior/core,high,paraxial mesoderm-like further inside the colony,False,False,unmapped,paraxial mesoderm-like cells,colony interior/core,abstract,,,not_specified,none,gastruloid
35404233,2022,Cell-state transitions and collective cell movement generate an endoderm-like region in gastruloids.,mouse,spatial_pattern,E-cadherin,high_in,aggregate tip/anterior region,high,islands of E-cadherin expressing cells flowing toward the aggregate tip,False,False,unmapped,E-cadherin expressing cells,aggregate tip/anterior region,abstract,,,not_specified,none,gastruloid
35063126,2022,YAP1 regulates the self-organized fate patterning of hESC-derived gastruloids.,human,grn_edge,YAP1,inhibits,FOXH1,high,"YAP1 directly repressing the chromatin accessibility and transcription of key genes in the Nodal pathway, including the NODAL and FOXH1 genes",False,False,unmapped,YAP1,FOXH1,abstract,,,not_specified,none,gastruloid
35063126,2022,YAP1 regulates the self-organized fate patterning of hESC-derived gastruloids.,human,grn_edge,Nodal,activates,SMAD2/3,medium,"hyperactive Nodal signaling retains SMAD2/3 in the nuclei, impeding ectoderm differentiation",False,False,unmapped,Nodal,SMAD2/3,abstract,,,not_specified,none,gastruloid
35063126,2022,YAP1 regulates the self-organized fate patterning of hESC-derived gastruloids.,human,perturbation,YAP1,reduces,ectoderm layer,high,YAP1 knockout gastruloids display a reduced ectoderm layer and enlarged mesoderm and endoderm layers,False,False,unmapped,YAP1,ectoderm layer,abstract,,,not_specified,not_specified,gastruloid
35063126,2022,YAP1 regulates the self-organized fate patterning of hESC-derived gastruloids.,human,perturbation,YAP1,enhances,mesoderm layer,high,YAP1 knockout gastruloids display a reduced ectoderm layer and enlarged mesoderm and endoderm layers,False,False,unmapped,YAP1,mesoderm layer,abstract,,,not_specified,not_specified,gastruloid
35063126,2022,YAP1 regulates the self-organized fate patterning of hESC-derived gastruloids.,human,perturbation,YAP1,enhances,endoderm layer,high,YAP1 knockout gastruloids display a reduced ectoderm layer and enlarged mesoderm and endoderm layers,False,False,unmapped,YAP1,endoderm layer,abstract,,,not_specified,not_specified,gastruloid
35063126,2022,YAP1 regulates the self-organized fate patterning of hESC-derived gastruloids.,human,grn_edge,Nodal,inhibits,ectoderm differentiation,high,"hyperactive Nodal signaling retains SMAD2/3 in the nuclei, impeding ectoderm differentiation of hESCs",False,False,unmapped,Nodal,ectoderm differentiation,abstract,,,not_specified,none,gastruloid
35927563,2022,Gastruloids as in vitro models of embryonic blood development with spatial and temporal resolution.,mouse,expression_timing,blood progenitor cells,correlates_with,late gastruloid developmental stage,high,emergence of blood progenitor and erythroid-like cell populations in late gastruloids,False,False,unmapped,blood progenitor cells,late gastruloid developmental stage,abstract,,,not_specified,none,gastruloid
35927563,2022,Gastruloids as in vitro models of embryonic blood development with spatial and temporal resolution.,mouse,spatial_pattern,erythroid-like cell populations,high_in,late gastruloids,high,emergence of blood progenitor and erythroid-like cell populations in late gastruloids,False,False,unmapped,erythroid-like cell populations,late gastruloids,abstract,,,not_specified,none,gastruloid
35927563,2022,Gastruloids as in vitro models of embryonic blood development with spatial and temporal resolution.,mouse,spatial_pattern,blood progenitor cells,high_in,anterior portion of gastruloids near vessel-like plexus,high,spatial localization near a vessel-like plexus in the anterior portion of gastruloids,False,False,unmapped,blood progenitor cells,anterior portion of gastruloids near vessel-like plexus,abstract,,,not_specified,none,gastruloid
36306780,2022,Stabilization of cell-cell adhesions prevents symmetry breaking and locks in pluripotency in 3D gastruloids.,mouse,perturbation,budesonide,reduces,AP axis,medium,modifies expression of genes associated with A-P axis formation,True,False,unmapped,budesonide,A-P axis formation,abstract,,,not_specified,not_specified,gastruloid
34930826,2022,Circadian key component CLOCK/BMAL1 interferes with segmentation clock in mouse embryonic organoids.,mouse,spatial_pattern,segmentation clock,high_in,posterior presomitic mesoderm (PSM),high,somitogenesis is controlled by segmentation clock in posterior presomitic mesoderm (PSM),False,False,unmapped,segmentation clock,posterior presomitic mesoderm (PSM),abstract,,,not_specified,none,gastruloid
34930826,2022,Circadian key component CLOCK/BMAL1 interferes with segmentation clock in mouse embryonic organoids.,mouse,grn_edge,CLOCK/BMAL1,inhibits,Hes7 transcription,medium,premature expression of CLOCK/BMAL1 affects the Hes7 transcription and its regulatory pathways,True,False,unmapped,CLOCK/BMAL1,Hes7 transcription,abstract,,,not_specified,none,gastruloid
36102628,2022,"Hypoxia induces an early primitive streak signature, enhancing spontaneous elongation and lineage representation in gastruloids.",mammalian,grn_edge,HIF1α,activates,TBXT,high,hypoxia-induced T expression mediated by HIF1α,False,False,unmapped,HIF1α,TBXT,abstract,,,not_specified,none,gastruloid
36102628,2022,"Hypoxia induces an early primitive streak signature, enhancing spontaneous elongation and lineage representation in gastruloids.",mammalian,perturbation,TBXT,required_for,symmetry breaking and axial elongation,high,hypoxia-induced T expression enables symmetry breaking and axial elongation in the absence of exogenous WNT activation,False,False,unmapped,TBXT,symmetry breaking and axial elongation,abstract,,,not_specified,not_specified,gastruloid
36102628,2022,"Hypoxia induces an early primitive streak signature, enhancing spontaneous elongation and lineage representation in gastruloids.",mammalian,perturbation,Hypoxia,enhances,"lineage representation (gut endoderm, notochord, neuromesodermal progenitors, somites)",high,"hypoxia enhances lineage representation in gastruloids, as demonstrated by highly enriched signatures of gut endoderm, notochord, neuromesodermal progenitors and somites",False,False,unmapped,Hypoxia,"lineage representation (gut endoderm, notochord, neuromesodermal progenitors, somites)",abstract,,,not_specified,not_specified,gastruloid
36102628,2022,"Hypoxia induces an early primitive streak signature, enhancing spontaneous elongation and lineage representation in gastruloids.",mammalian,expression_timing,TBXT,correlates_with,early primitive streak signature,high,an early primitive streak signature in hypoxic embryonic stem cells mediated by HIF1α,False,False,unmapped,TBXT,early primitive streak signature,abstract,,,not_specified,none,gastruloid
36102628,2022,"Hypoxia induces an early primitive streak signature, enhancing spontaneous elongation and lineage representation in gastruloids.",mammalian,grn_edge,Wnt,activates,lineage specification in combination with hypoxia,medium,"When combined with exogenous WNT activation, hypoxia enhances lineage representation in gastruloids",False,False,unmapped,Wnt,lineage specification in combination with hypoxia,abstract,,,not_specified,none,gastruloid
35079017,2022,Nodal is a short-range morphogen with activity that spreads through a relay mechanism in human gastruloids.,human,spatial_pattern,Nodal,high_in,immediate neighborhood of source cells,high,Nodal protein is limited to the immediate neighborhood of source cells,False,False,unmapped,Nodal,immediate neighborhood of source cells,abstract,,,not_specified,none,gastruloid
35079017,2022,Nodal is a short-range morphogen with activity that spreads through a relay mechanism in human gastruloids.,human,grn_edge,Nodal,activates,Nodal,high,Nodal production induces neighboring cells to transcribe Nodal,False,False,unmapped,Nodal,Nodal,abstract,,,not_specified,none,gastruloid
35079017,2022,Nodal is a short-range morphogen with activity that spreads through a relay mechanism in human gastruloids.,human,grn_edge,Lefty,inhibits,Nodal,high,Nodal inhibitor Lefty acts locally to control the timing of Nodal spread,False,False,unmapped,Lefty,Nodal,abstract,,,not_specified,none,gastruloid
35079017,2022,Nodal is a short-range morphogen with activity that spreads through a relay mechanism in human gastruloids.,human,perturbation,Lefty,required_for,timing of mesoderm differentiation during patterning,high,Lefty controls timing of Nodal spread and therefore of mesoderm differentiation,False,False,unmapped,Lefty,timing of mesoderm differentiation during patterning,abstract,,,not_specified,not_specified,gastruloid
35404233,2022,Cell-state transitions and collective cell movement generate an endoderm-like region in gastruloids.,mouse,perturbation,epithelial-to-mesenchymal transition,not_required_for,endoderm formation,high,endoderm formation in the gastruloids does not require an epithelial-to-mesenchymal transition,False,False,unmapped,epithelial-to-mesenchymal transition,endoderm formation,abstract,,,not_specified,not_specified,gastruloid
35404233,2022,Cell-state transitions and collective cell movement generate an endoderm-like region in gastruloids.,mouse,expression_timing,E-cadherin,correlates_with,endoderm differentiation,medium,maintenance of an epithelial state for a subset of cells coupled with fragmentation of E-cadherin contacts,False,False,unmapped,E-cadherin,endoderm differentiation,abstract,,,not_specified,none,gastruloid
